Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,tissue,isolate,HOST,isolation_source,BREED,dev_stage,sex,lat_lon,AGE,collected_by,BIOMATERIAL_PROVIDER,aliquot,identified_by,replicate,strain,Other,Cultivar,env_broad_scale,env_local_scale,env_medium,ecotype,treatment,ExtendedName,isol_growth_condt,lab_identifier,altitude,Diet,fragment_length (exp),unique,source_name,tmp,Sample_name,sample_type,Developmental_Stage,GEO_Accession (exp),replicate_num,env_biome,specimen_voucher,temp,host_tissue_sampled,PHENOTYPE,common_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,ena_first_public,ena_last_update,Scientific_Name,Development_stage,Organism_part,SampleIdentifier,project_name,specimen_with_known_storage_state,mean_tethered_flight_distance,time_course_exposure,sampleID,cell_type,host_life_stage,Depth,genotype,store_cond,Birth_date,birth_location,breeding_history,breeding_method,cell_line,cell_subtype,culture_collection,death_date,disease,disease_stage,growth_protocol,health_state,stud_book_number,body_site,label,samp_mat_process,tissue_type,Authors,gender,barcoding_center,collecting_institution,elevation,GAL,GAL_sample_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),geographical_location,habitat,identifier_affiliation,lifestage,notes,Original_Collector,sample_collection_device_or_method,sample_derived_from,Sample_ID/FastQ_file_ID,specimen_id,tolid,biological_replicates,Control,agrochem_addition,ArrayExpress-SPECIES,ArrayExpress-STRAIN_OR_LINE,AssemblyName,biosample_accession,chem_administration,collection_method,cur_vegetation,ENA_first_public
SRR16888077,WGS,300,4945694100,PRJNA713413,SAMN23000399,1593416960,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080823,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-2_L3_102102.R1.fastq.gz,SRP345196,2021-11-09T07:26:00Z,1,Ha310,Invertebrate,China,Asia,China,2018/2019,moth,WHM-2,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888078,WGS,300,6476879100,PRJNA713413,SAMN23000398,2096521777,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080822,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-17_L3_114114.R1.fastq.gz,SRP345196,2021-11-09T07:11:00Z,1,Ha309,Invertebrate,China,Asia,China,2018/2019,moth,WHM-17,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888079,WGS,300,7005513900,PRJNA713413,SAMN23000397,2259776801,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX13080821,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-16_L3_113113.R1.fastq.gz,SRP345196,2021-11-09T07:11:00Z,1,Ha308,Invertebrate,China,Asia,China,2018/2019,moth,WHM-16,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888080,WGS,300,6082562100,PRJNA713413,SAMN23000396,1945481928,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX13080820,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-15_L3_112112.R1.fastq.gz,SRP345196,2021-11-09T07:29:00Z,1,Ha307,Invertebrate,China,Asia,China,2018/2019,moth,WHM-15,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888081,WGS,300,7148185800,PRJNA713413,SAMN23000395,2328487472,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX13080819,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-14_L3_111111.R1.fastq.gz,SRP345196,2021-11-09T07:22:00Z,1,Ha306,Invertebrate,China,Asia,China,2018/2019,moth,WHM-14,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888082,WGS,300,7112447100,PRJNA713413,SAMN23000394,2297143831,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080818,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-13_L3_110110.R1.fastq.gz,SRP345196,2021-11-09T07:30:00Z,1,Ha305,Invertebrate,China,Asia,China,2018/2019,moth,WHM-13,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888083,WGS,300,6436509300,PRJNA713413,SAMN23000393,2089089457,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX13080817,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM-12_L3_109109.R1.fastq.gz,SRP345196,2021-11-09T07:31:00Z,1,Ha304,Invertebrate,China,Asia,China,2018/2019,moth,WHM-12,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888084,WGS,300,6875008500,PRJNA713413,SAMN23000392,2260525312,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX13080816,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHM10_L3_108108.R1.fastq.gz,SRP345196,2021-11-09T07:18:00Z,1,Ha303,Invertebrate,China,Asia,China,2018/2019,moth,WHM10,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888085,WGS,300,10600064100,PRJNA713413,SAMN23000391,3264633355,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX13080815,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHF-9_L1_163163.R1.fastq.gz,SRP345196,2021-11-09T07:41:00Z,1,Ha302,Invertebrate,China,Asia,China,2018/2019,moth,WHF-9,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888086,WGS,300,10903545000,PRJNA713413,SAMN23000390,3382119770,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080814,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHF-8_L1_162162.R1.fastq.gz,SRP345196,2021-11-09T07:27:00Z,1,Ha301,Invertebrate,China,Asia,China,2018/2019,moth,WHF-8,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888087,WGS,300,11189887800,PRJNA713413,SAMN23000120,3682612989,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080813,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,JBM5_L3_171171.R1.fastq.gz,SRP345196,2021-11-09T07:26:00Z,1,Ha31,Invertebrate,China,Asia,China,2018/2019,moth,JBM5,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888088,WGS,300,15142959300,PRJNA713413,SAMN23000093,4820536981,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080812,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,HN2_L3_157157.R1.fastq.gz,SRP345196,2021-11-09T07:34:00Z,1,Ha4,Invertebrate,China,Asia,China,2018/2019,moth,HN2,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888089,WGS,300,11457415800,PRJNA713413,SAMN23000389,3535873737,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX13080811,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHF-6_L1_161161.R1.fastq.gz,SRP345196,2021-11-09T07:23:00Z,1,Ha300,Invertebrate,China,Asia,China,2018/2019,moth,WHF-6,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888090,WGS,300,9984407700,PRJNA713413,SAMN23000388,3095068192,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080810,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHF-5_L1_160160.R1.fastq.gz,SRP345196,2021-11-09T07:31:00Z,1,Ha299,Invertebrate,China,Asia,China,2018/2019,moth,WHF-5,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888091,WGS,300,8547564900,PRJNA713413,SAMN23000189,2737888803,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080809,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-145_1.fq.gz,SRP345196,2021-11-09T07:19:00Z,1,Ha100,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-145,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888092,WGS,300,12293536200,PRJNA713413,SAMN23000387,3883425094,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080755,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,WHF-3_L1_159159.R1.fastq.gz,SRP345196,2021-11-09T08:13:00Z,1,Ha298,Invertebrate,China,Asia,China,2018/2019,moth,WHF-3,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888093,WGS,300,9872800800,PRJNA713413,SAMN23000188,3305858026,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080808,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-144_1.fq.gz,SRP345196,2021-11-09T07:37:00Z,1,Ha99,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-144,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888094,WGS,300,10859393700,PRJNA713413,SAMN23000187,3617462094,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080807,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-143_1.fq.gz,SRP345196,2021-11-09T07:27:00Z,1,Ha98,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-143,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888095,WGS,300,9687530400,PRJNA713413,SAMN23000186,3205386383,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080806,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-142_1.fq.gz,SRP345196,2021-11-09T07:29:00Z,1,Ha97,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-142,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888096,WGS,300,10162001100,PRJNA713413,SAMN23000185,3183985447,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080805,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-141_1.fq.gz,SRP345196,2021-11-09T07:24:00Z,1,Ha96,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-141,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888097,WGS,300,10180190100,PRJNA713413,SAMN23000184,3385182711,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080804,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-140_1.fq.gz,SRP345196,2021-11-09T07:31:00Z,1,Ha95,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-140,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888098,WGS,300,8252582100,PRJNA713413,SAMN23000183,2816496256,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX13080803,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-14_1.fq.gz,SRP345196,2021-11-09T07:44:00Z,1,Ha94,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-14,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888099,WGS,300,8087607300,PRJNA713413,SAMN23000182,2623264276,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080802,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-139_1.fq.gz,SRP345196,2021-11-09T07:21:00Z,1,Ha93,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-139,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888100,WGS,300,7573159200,PRJNA713413,SAMN23000181,2430968035,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX13080801,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-138_1.fq.gz,SRP345196,2021-11-09T07:15:00Z,1,Ha92,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-138,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888101,WGS,300,9894894600,PRJNA713413,SAMN23000180,3166365016,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX13080800,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-137_1.fq.gz,SRP345196,2021-11-09T07:33:00Z,1,Ha91,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-137,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888102,WGS,300,6731696700,PRJNA713413,SAMN23000099,2182655412,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080799,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,JBF15_L3_162162.R1.fastq.gz,SRP345196,2021-11-09T07:15:00Z,1,Ha10,Invertebrate,China,Asia,China,2018/2019,moth,JBF15,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888103,WGS,300,8032157100,PRJNA713413,SAMN23000179,2698045011,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX13080798,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-136_1.fq.gz,SRP345196,2021-11-09T07:12:00Z,1,Ha90,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-136,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888104,WGS,300,7856553000,PRJNA713413,SAMN23000178,2556219867,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080797,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-135_1.fq.gz,SRP345196,2021-11-09T07:12:00Z,1,Ha89,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-135,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888105,WGS,300,8906576700,PRJNA713413,SAMN23000177,2993888548,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX13080796,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-134_1.fq.gz,SRP345196,2021-11-09T07:30:00Z,1,Ha88,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-134,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888106,WGS,300,9556905600,PRJNA713413,SAMN23000176,3241784582,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080795,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-133_1.fq.gz,SRP345196,2021-11-09T07:20:00Z,1,Ha87,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-133,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888107,WGS,300,9621287700,PRJNA713413,SAMN23000175,3220619267,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX13080794,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-132_1.fq.gz,SRP345196,2021-11-09T07:39:00Z,1,Ha86,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-132,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888108,WGS,300,8518460100,PRJNA713413,SAMN23000174,2827165652,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX13080793,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,MG-N-131_1.fq.gz,SRP345196,2021-11-09T07:42:00Z,1,Ha85,Invertebrate,China,Asia,China,2018/2019,moth,MG-N-131,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16888109,WGS,300,7639424100,PRJNA713413,SAMN23000098,2454106859,CHINES ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX13080792,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Helicoverpa armigera,ILLUMINA,2025-03-01T00:00:00Z,JBF14_L3_161161.R1.fastq.gz,SRP345196,2021-11-09T07:21:00Z,1,Ha9,Invertebrate,China,Asia,China,2018/2019,moth,JBF14,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
